single_encoder,division,group,class,subclass
RDF2100199,Engineering and technology,Industrial biotechnology,Industrial biotechnology,"Industrial biotechnology, n.e.c."
RDF211,Engineering and technology,Nano-technology,,
RDF21101,Engineering and technology,Nano-technology,Nano-technology,
RDF2110101,Engineering and technology,Nano-technology,Nano-technology,Environmental nanotechnology
RDF2110102,Engineering and technology,Nano-technology,Nano-technology,Nanobiotechnology
RDF2110103,Engineering and technology,Nano-technology,Nano-technology,Nanoelectromechanical systems
RDF2110104,Engineering and technology,Nano-technology,Nano-technology,Nanoelectronics
RDF2110105,Engineering and technology,Nano-technology,Nano-technology,"Nanofabrication, growth and self-assembly"
RDF2110106,Engineering and technology,Nano-technology,Nano-technology,Nanomanufacturing
RDF2110107,Engineering and technology,Nano-technology,Nano-technology,Nanomaterials
RDF2110108,Engineering and technology,Nano-technology,Nano-technology,Nanomedicine
RDF2110109,Engineering and technology,Nano-technology,Nano-technology,Nanometrology
RDF2110110,Engineering and technology,Nano-technology,Nano-technology,Nanophotonics
RDF2110111,Engineering and technology,Nano-technology,Nano-technology,Nanoscale characterisation
RDF2110112,Engineering and technology,Nano-technology,Nano-technology,"Nanotoxicology, health and safety"
RDF2110113,Engineering and technology,Nano-technology,Nano-technology,Molecular and organic electronics
RDF2110199,Engineering and technology,Nano-technology,Nano-technology,"Nanotechnology, n.e.c."
RDF212,Engineering and technology,Other engineering and technologies,,
RDF21201,Engineering and technology,Other engineering and technologies,Engineering design,
RDF2120101,Engineering and technology,Other engineering and technologies,Engineering design,Engineering design empirical studies
RDF2120102,Engineering and technology,Other engineering and technologies,Engineering design,Engineering design knowledge
RDF2120103,Engineering and technology,Other engineering and technologies,Engineering design,Engineering design methods
RDF2120104,Engineering and technology,Other engineering and technologies,Engineering design,Engineering systems design
RDF2120105,Engineering and technology,Other engineering and technologies,Engineering design,Models of engineering design
RDF2120106,Engineering and technology,Other engineering and technologies,Engineering design,"Engineering design, n.e.c."
RDF2120107,Engineering and technology,Other engineering and technologies,Engineering design,Nuclear engineering (including fuel enrichment and nuclear waste processing and storage)
RDF2120199,Engineering and technology,Other engineering and technologies,Engineering design,"Other engineering and technologies, n.e.c."
RDF30,"Medical, health and life sciences",,,
RDF301,"Medical, health and life sciences",Basic medicine and life sciences,,
RDF30101,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,
RDF3010101,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Allergy
RDF3010102,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,"Applied immunology (including antibody engineering, xenotransplantation and t-cell therapies)"
RDF3010103,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Autoimmunity
RDF3010104,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Cellular immunology
RDF3010105,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Humoural immunology and immunochemistry
RDF3010106,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Immunogenetics (including genetic immunology)
RDF3010107,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Innate immunity
RDF3010108,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Adaptive immunity
RDF3010109,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Transplantation immunology
RDF3010110,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Tumour immunology
RDF3010111,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Immune tolerance
RDF3010112,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Immune deficiency
RDF3010113,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Immune diseases
RDF3010199,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,"Immunology, n.e.c."
RDF30102,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,
RDF3010201,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Cancer progression and metastasis
RDF3010202,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Mechanisms of carcinogenesis
RDF3010203,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Cancer drug development and therapeutics
RDF3010204,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Cancer diagnosis
RDF3010205,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Cancer genetics
RDF3010206,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Hematological tumours
RDF3010207,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Cancer molecular targets
RDF3010208,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Solid cancer tumours
RDF3010209,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Pediatric cancer
RDF3010210,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Premalignant disease (precursors)
RDF3010299,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,"Cancer, n.e.c."
RDF30103,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,
RDF3010301,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Medical bacteriology
RDF3010302,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Medical infection agents (including prions)
RDF3010303,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Medical parasitology
RDF3010304,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Medical virology
RDF3010305,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Antimicrobial resistance
RDF3010306,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Antiviral resistance
RDF3010307,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Vaccines
RDF3010308,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Human microbiota
RDF3010309,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Pathogenesis
RDF3010399,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,"Medical microbiology, n.e.c."
RDF30104,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",
RDF3010401,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Autonomic nervous system
RDF3010402,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Central nervous system
RDF3010403,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Motor systems
RDF3010404,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neuromuscular diseases
RDF3010405,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Peripheral nervous system
RDF3010406,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Sensory systems, visual"
RDF3010407,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Sensory systems, auditory"
RDF3010408,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Sensory systems, pain"
RDF3010409,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Sensory systems, vestibular"
RDF3010410,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Sensory systems, somatosensory"
RDF3010411,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Sensory systems, olfactory"
RDF3010412,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Sensorimotor neuroscience
RDF3010413,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neural excitability and synapses
RDF3010414,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neurodegeneration
RDF3010415,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neurodevelopment
RDF3010416,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neuroinflammation
RDF3010417,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Neurogenesis and plasticity, medical and health aspects"
RDF3010418,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Glial cell studies
RDF3010419,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neurological disorders (except neuromuscular diseases)
RDF3010420,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neurorobotics
RDF3010421,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neuroethology
RDF3010422,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neuropsychology
RDF3010423,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Applied behavioural neurology and neuropsychiatry
RDF3010424,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Biology of addiction
RDF3010499,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Neurosciences, medical and health and physiological aspects, n.e.c."
RDF30105,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),
RDF3010501,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),Basic pharmacology
RDF3010502,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),Pharmacogenomics
RDF3010503,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),Toxicology (except clinical toxicology)
RDF3010504,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),"Drug discovery, design and delivery"
RDF3010505,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),Psychopharmacology
RDF3010599,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),"Pharmacology and pharmaceutical sciences, n.e.c."
RDF30106,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,
RDF3010601,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,Systems physiology
RDF3010602,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,Sensorimotor physiology
RDF3010603,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,Computational physiology
RDF3010604,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,"Sex differences in cells, tissues and animal"
RDF3010605,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,Human development and organogenesis
RDF3010606,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,Electrophysiology
RDF3010699,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,"Human physiology, n.e.c."
RDF30107,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,
RDF3010701,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,"Bone, skin and cartilage science"
RDF3010702,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,Musculoskeletal biology and physiology
RDF3010703,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,Human biomechanics
RDF3010704,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,Exercise physiology
RDF3010705,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,Sensorimotor control
RDF3010706,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,"Balance, gait, and locomotion"
RDF3010799,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,"Other musculoskeletal health and human movement, n.e.c."
RDF30199,"Medical, health and life sciences",Basic medicine and life sciences,Other basic medicine and life sciences,
RDF3019999,"Medical, health and life sciences",Basic medicine and life sciences,Other basic medicine and life sciences,Other basic medicine and life sciences
RDF302,"Medical, health and life sciences",Clinical medicine,,
RDF30201,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,
RDF3020101,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Cardiology and circulatory sciences (including cardiovascular disease)
RDF3020102,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Hematology
RDF3020103,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Respiratory diseases
RDF3020104,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Cerebrovascular sciences (including stroke)
RDF3020105,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Respiratory sciences
RDF3020106,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Respiratory system pathologies and clinical interventions
RDF3020107,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Vascular and endothelial biology
RDF3020199,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,"Cardiorespiratory medicine and hematology, n.e.c."
RDF30202,"Medical, health and life sciences",Clinical medicine,Clinical sciences,
RDF3020201,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Anesthesiology
RDF3020202,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical microbiology
RDF3020203,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Dermatology
RDF3020204,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Sexually transmitted diseases and infections
RDF3020205,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Critical care medicine and emergency medicine
RDF3020206,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Human endocrinology (except diabetes and obesity)
RDF3020207,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Human metabolism and diseases (except diabetes and obesity)
RDF3020208,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical sciences on diabetes
RDF3020209,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical sciences on obesity
RDF3020210,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Gastroenterology
RDF3020211,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Hepatology
RDF3020212,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Geriatrics and gerontology
RDF3020213,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Infectious diseases
RDF3020214,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical genetics (except cancer genetics)
RDF3020215,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Nephrology
RDF3020216,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Urology
RDF3020217,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical and translational cardiovascular sciences
RDF3020218,"Medical, health and life sciences",Clinical medicine,Clinical sciences,"Radiology, nuclear medicine and medical imaging"
RDF3020219,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Orthopedics
RDF3020220,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Otorhinolaryngology
RDF3020221,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Pathology (except oral pathology)
RDF3020222,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Podiatry
RDF3020223,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Psychiatry (including psychotherapy)
RDF3020224,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Rheumatology
RDF3020225,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Surgery
RDF3020226,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical oncology
RDF3020227,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Neurology
RDF3020228,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Ophthalmology
RDF3020229,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Rare diseases
RDF3020230,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical sexology
RDF3020231,"Medical, health and life sciences",Clinical medicine,Clinical sciences,"Translational and clinical pharmacology, and therapeutics"
RDF3020232,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical pharmacy and pharmacy practice
RDF3020233,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical toxicology
RDF3020299,"Medical, health and life sciences",Clinical medicine,Clinical sciences,"Clinical sciences, n.e.c"
RDF30203,"Medical, health and life sciences",Clinical medicine,Complementary and alternative medicine,
RDF3020301,"Medical, health and life sciences",Clinical medicine,Complementary and alternative medicine,Chiropractic
RDF3020302,"Medical, health and life sciences",Clinical medicine,Complementary and alternative medicine,Naturopathy
RDF3020303,"Medical, health and life sciences",Clinical medicine,Complementary and alternative medicine,Traditional Indigenous medicine and treatments
RDF3020304,"Medical, health and life sciences",Clinical medicine,Complementary and alternative medicine,Traditional Chinese medicine and treatments
RDF3020399,"Medical, health and life sciences",Clinical medicine,Complementary and alternative medicine,"Complementary and alternative medicine, n.e.c."
RDF30204,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,
RDF3020401,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Dental materials and equipment
RDF3020402,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,"Dental therapeutics, pharmacology and toxicology"
RDF3020403,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Endodontics
RDF3020404,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Oral and maxillofacial surgery
RDF3020405,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Oral medicine and pathology
RDF3020406,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Orthodontics and dentofacial orthopedics
RDF3020407,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Pedodontics
RDF3020408,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Periodontics
RDF3020409,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Special needs dentistry
RDF3020499,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,"Dentistry and oral health, n.e.c."
RDF30205,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,
RDF3020501,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Fetal development and medicine
RDF3020502,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Obstetrics and gynecology
RDF3020503,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Pediatrics
RDF3020504,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Human reproduction and development sciences
RDF3020505,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Neonatology
RDF3020506,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Embryology
RDF3020507,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Fertility and maternal health
RDF3020508,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Assisted reproductive technologies
RDF3020599,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,"Pediatrics and reproductive medicine, n.e.c."
RDF30299,"Medical, health and life sciences",Clinical medicine,Other clinical medicine,
RDF3029999,"Medical, health and life sciences",Clinical medicine,Other clinical medicine,Other clinical medicine
RDF303,"Medical, health and life sciences",Health sciences,,
RDF30301,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,
RDF3030101,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,Clinical nutrition
RDF3030102,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,Sports nutrition
RDF3030103,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,Dietetics and nutrigenomics
RDF3030104,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,Nutritional physiology
RDF3030105,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,Public health nutrition policy
RDF3030106,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,Human nutrition and metabolism
RDF3030199,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,"Human nutrition and dietetics, n.e.c."
RDF30302,"Medical, health and life sciences",Health sciences,Public and population health,
RDF3030201,"Medical, health and life sciences",Health sciences,Public and population health,Indigenous health
RDF3030202,"Medical, health and life sciences",Health sciences,Public and population health,Population health interventions
RDF3030203,"Medical, health and life sciences",Health sciences,Public and population health,"Environmental, developmental and social factors of youth health"
RDF3030204,"Medical, health and life sciences",Health sciences,Public and population health,"Prevention, treatment and support of youth health"
RDF3030205,"Medical, health and life sciences",Health sciences,Public and population health,"Psychosocial, sociocultural and behavioural determinants of health"
RDF3030206,"Medical, health and life sciences",Health sciences,Public and population health,Environmental determinants of health (including environment-gene interactions)
RDF3030207,"Medical, health and life sciences",Health sciences,Public and population health,"Ethical, legal, and social issues in health, health systems and health research"
RDF3030208,"Medical, health and life sciences",Health sciences,Public and population health,Aging process
RDF3030209,"Medical, health and life sciences",Health sciences,Public and population health,Social and biological determinants of aging
RDF3030210,"Medical, health and life sciences",Health sciences,Public and population health,Environmental and occupational health and safety
RDF3030211,"Medical, health and life sciences",Health sciences,Public and population health,Epidemiology (except nutritional and veterinary epidemiology)
RDF3030212,"Medical, health and life sciences",Health sciences,Public and population health,Health promotion and disease prevention
RDF3030213,"Medical, health and life sciences",Health sciences,Public and population health,Food security
RDF3030214,"Medical, health and life sciences",Health sciences,Public and population health,Health equity
RDF3030215,"Medical, health and life sciences",Health sciences,Public and population health,Sex and gender-based analysis
RDF3030216,"Medical, health and life sciences",Health sciences,Public and population health,Gender and health relationship
RDF3030217,"Medical, health and life sciences",Health sciences,Public and population health,Global health
RDF3030218,"Medical, health and life sciences",Health sciences,Public and population health,Health and gender based violence
RDF3030219,"Medical, health and life sciences",Health sciences,Public and population health,Military and veterans’ health
RDF3030220,"Medical, health and life sciences",Health sciences,Public and population health,Etiology of disease and conditions
RDF3030221,"Medical, health and life sciences",Health sciences,Public and population health,Nutritional epidemiology
RDF3030222,"Medical, health and life sciences",Health sciences,Public and population health,One Health approach
RDF3030299,"Medical, health and life sciences",Health sciences,Public and population health,"Public and population health, n.e.c."
RDF30303,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,
RDF3030301,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Kinesiology
RDF3030302,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Physical therapy
RDF3030303,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Occupational therapy
RDF3030304,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Speech pathology
RDF3030305,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Mental health rehabilitation
RDF3030306,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Addiction rehabilitation
RDF3030307,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Sports medicine
RDF3030308,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Audiology
RDF3030399,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,"Rehabilitation medicine, n.e.c."
RDF30304,"Medical, health and life sciences",Health sciences,Health services and systems,
RDF3030401,"Medical, health and life sciences",Health sciences,Health services and systems,Health and community services
RDF3030402,"Medical, health and life sciences",Health sciences,Health services and systems,Health care administration
RDF3030403,"Medical, health and life sciences",Health sciences,Health services and systems,Health information systems (including surveillance)
RDF3030404,"Medical, health and life sciences",Health sciences,Health services and systems,Health counselling
RDF3030405,"Medical, health and life sciences",Health sciences,Health services and systems,Community child health
RDF3030406,"Medical, health and life sciences",Health sciences,Health services and systems,Health care effectiveness and outcomes
RDF3030407,"Medical, health and life sciences",Health sciences,Health services and systems,Health care safety and quality improvement
RDF3030408,"Medical, health and life sciences",Health sciences,Health services and systems,Knowledge translation and implementation science in health
RDF3030409,"Medical, health and life sciences",Health sciences,Health services and systems,Patient and citizen engagement research
RDF3030410,"Medical, health and life sciences",Health sciences,Health services and systems,Electronic health (e-Health)
RDF3030411,"Medical, health and life sciences",Health sciences,Health services and systems,Mobile health (mHealth)
RDF3030499,"Medical, health and life sciences",Health sciences,Health services and systems,"Health services and systems, n.e.c."
RDF30305,"Medical, health and life sciences",Health sciences,Care,
RDF3030501,"Medical, health and life sciences",Health sciences,Care,Family care
RDF3030502,"Medical, health and life sciences",Health sciences,Care,Primary health care
RDF3030503,"Medical, health and life sciences",Health sciences,Care,Residential client care
RDF3030504,"Medical, health and life sciences",Health sciences,Care,Aged health care services (except nursing)
RDF3030505,"Medical, health and life sciences",Health sciences,Care,Services for persons with disabilities
RDF3030506,"Medical, health and life sciences",Health sciences,Care,Emergency care and critical care
RDF3030507,"Medical, health and life sciences",Health sciences,Care,Personalized medicine
RDF3030508,"Medical, health and life sciences",Health sciences,Care,Genetic medicine
RDF3030509,"Medical, health and life sciences",Health sciences,Care,Coordinated and integrated care
RDF3030510,"Medical, health and life sciences",Health sciences,Care,Hospital and specialist care
RDF3030511,"Medical, health and life sciences",Health sciences,Care,Patient-centered care
RDF3030512,"Medical, health and life sciences",Health sciences,Care,Palliation and end-of-life care
RDF3030513,"Medical, health and life sciences",Health sciences,Care,Maternal and newborn care
RDF3030514,"Medical, health and life sciences",Health sciences,Care,"Health care access, privilege or marginalization"
RDF3030515,"Medical, health and life sciences",Health sciences,Care,Home health care
RDF3030516,"Medical, health and life sciences",Health sciences,Care,Traumatology
RDF3030517,"Medical, health and life sciences",Health sciences,Care,Internal medicine
RDF3030518,"Medical, health and life sciences",Health sciences,Care,Midwifery
RDF3030599,"Medical, health and life sciences",Health sciences,Care,"Care, n.e.c."
RDF30306,"Medical, health and life sciences",Health sciences,Nursing,
RDF3030601,"Medical, health and life sciences",Health sciences,Nursing,Geriatric nursing
RDF3030602,"Medical, health and life sciences",Health sciences,Nursing,"Clinical nursing, primary (preventive care)"
RDF3030603,"Medical, health and life sciences",Health sciences,Nursing,"Clinical nursing, secondary (acute care)"
RDF3030604,"Medical, health and life sciences",Health sciences,Nursing,"Clinical nursing, tertiary (rehabilitative care)"
RDF3030605,"Medical, health and life sciences",Health sciences,Nursing,Mental health nursing
RDF3030699,"Medical, health and life sciences",Health sciences,Nursing,"Nursing, n.e.c."
RDF30399,"Medical, health and life sciences",Health sciences,Other health sciences,
RDF3039999,"Medical, health and life sciences",Health sciences,Other health sciences,"Other health sciences, n.e.c."
RDF304,"Medical, health and life sciences",Medical biotechnology,,
RDF30401,"Medical, health and life sciences",Medical biotechnology,Medical biotechnology,
RDF3040101,"Medical, health and life sciences",Medical biotechnology,Medical biotechnology,Gene and molecular therapy
RDF3040102,"Medical, health and life sciences",Medical biotechnology,Medical biotechnology,Medical biotechnology diagnostics (including biosensors)
RDF3040103,"Medical, health and life sciences",Medical biotechnology,Medical biotechnology,Medical molecular engineering of nucleic acids and proteins
RDF3040104,"Medical, health and life sciences",Medical biotechnology,Medical biotechnology,Regenerative medicine (including stem cells and tissue engineering)
RDF3040199,"Medical, health and life sciences",Medical biotechnology,Medical biotechnology,"Medical biotechnology, n.e.c."
RDF305,"Medical, health and life sciences",Other medical sciences,,
RDF30599,"Medical, health and life sciences",Other medical sciences,Other medical sciences,
RDF3059999,"Medical, health and life sciences",Other medical sciences,Other medical sciences,Other medical sciences
RDF40,Agricultural and veterinary sciences,,,
RDF401,Agricultural and veterinary sciences,"Agriculture, forestry, and fisheries",,
RDF40101,Agricultural and veterinary sciences,"Agriculture, forestry, and fisheries","Agriculture, land and farm management",
RDF4010101,Agricultural and veterinary sciences,"Agriculture, forestry, and fisheries","Agriculture, land and farm management",Agricultural land management
RDF4010102,Agricultural and veterinary sciences,"Agriculture, forestry, and fisheries","Agriculture, land and farm management",Agricultural land planning
RDF4010103,Agricultural and veterinary sciences,"Agriculture, forestry, and fisheries","Agriculture, land and farm management",Agricultural ecology
RDF4010104,Agricultural and veterinary sciences,"Agriculture, forestry, and fisheries","Agriculture, land and farm management",Agricultural production systems simulation
RDF4010105,Agricultural and veterinary sciences,"Agriculture, forestry, and fisheries","Agriculture, land and farm management",Agricultural spatial analysis and modelling
RDF4010106,Agricultural and veterinary sciences,"Agriculture, forestry, and fisheries","Agriculture, land and farm management",Agricultural production systems analysis and modelling
