ProjectID;ProjectComitteeE;ProjectTitle;Agency;FiscalYear;CompetitionYear;ProgramID;Program;ProgramType;ProgramF;ProgramTypeF;PrincipalInvestigator;InterUnivColl;NofOrganization;OrganizationID;Affiliation;Organization;OrganizationGroup;OrganizationGroupF;Province;FProvince;Payment;InterUnivCollF;NofCollaborators;ID_Projet;Code_Comite;Code_Agence;Comite;FComite
CIHR75477;Cardiovascular System - B: Heart and Circulation;Prevention and treatment of preeclampsia using exercise training and Angiotensin-(1-7): determining the mechanisms and clinical potential;CIHR;2021-2022;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;LAVOIE, Julie;Without Collaborator;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;141525;Without Collaborator;0;CIHR11287;FEC;CIHR;Fellowships - C (PhD);Immunologie et transplantation
CIHR73668;Cardiovascular System - C: Vascular System;ALK5-PAR6A signaling pathway regulates endothelial cells proliferation and vascular leakage;CIHR;2020-2021;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Dubrac, Alexandre;Internal collaboration;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;160510;Internal collaboration;3;CIHR13949;HTA;CIHR;Health Research Training A – Post-PhD (HTA);Métabolisme
CIHR78227;Cardiovascular System - C: Vascular System;Capillary stalling and hypoxic micropockets: two sides of the same phenomena?;CIHR;2023-2024;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;LESAGE, Frédéric;Internal collaboration;0;2226;Université de Montréal;Institut de cardiologie de Montréal;Universities;Universités;Quebec;Québec;127755;Internal collaboration;1;CIHR11416;HSB;CIHR;Health Research Salary B;Recherche clinique
CIHR75532;Cardiovascular System - C: Vascular System;C-reactive Protein Modulation of Inflammation Underlying Acute Coronary Artery Disease;CIHR;2023-2024;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;FILEP, Janos G;Without Collaborator;0;113633;Université de Montréal;Centre de recherche Guy-Bernier (Montréal);Universities;Universités;Quebec;Québec;168055;Without Collaborator;0;CIHR1136;DS;CIHR;Dental Sciences;Sciences du comportement - A
CIHR81309;Cardiovascular System - C: Vascular System;eNOS regulates endothelial cell polarity and angiogenic sprouting in vascular pathologies;CIHR;2022-2023;2021;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;GRATTON, Jean-Philippe;Internal collaboration;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;153765;Internal collaboration;2;CIHR12098;BSA;CIHR;Behavioural Sciences - A: (Behavioural Studies in Animal Models);Cas spéciaux
CIHR77247;Cardiovascular System - C: Vascular System;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease;CIHR;2023-2024;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;RIVARD, Alain;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;150705;Internal collaboration;1;CIHR11387;NIA;CIHR;New Investigators A;Cas spéciaux
CIHR78250;Cardiovascular System - C: Vascular System;Immune cells and neurovascular coupling in Alzheimer's disease;CIHR;2022-2023;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;GIROUARD, Hélène;Internal collaboration;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;149175;Internal collaboration;2;CIHR12280;***;CIHR;Cas spéciaux;Bourses de recherche au doctorat - A
CIHR87367;Cardiovascular System - C: Vascular System;Sexual dimorphism and menopause in the interaction between immune cells and neurovascular coupling;CIHR;2023-2024;2023;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;GIROUARD, Hélène;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;91800;Without Collaborator;0;CIHR1119;CP;CIHR;Cell Physiology;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs
CIHR77803;Cas spéciaux;64th Annual Conference of the Canadian Society of Molecular Biosciences (CSMB) that will be held on June 14-17, 2021.;CIHR;2020-2021;2020;1469;President`s Fund;Grant Awards;Fonds du Président;Subventions;Angelvy, Laurence;Without Collaborator;0;2221;Université de Montréal;Hôpital Maisonneuve-Rosemont;Universities;Universités;Quebec;Québec;5000;Without Collaborator;0;CIHR1102;BSA;CIHR;Behavioural Sciences - A;Endocrinologie
CIHR74095;Cas spéciaux;6ième Conférence mondiale sur l'intégrité de la recherche.;CIHR;2019-2020;2019;1925;Operating Grant: Secretariat for the responsible conduct of Research;Grant Awards;Subv. de fonct.: Secrétariat sur la conduite responsable de la recherche;Subventions;Roehrig, Céline;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;2166;Without Collaborator;0;CIHR11568;***;CIHR;Cas spéciaux;Sciences du comportement - A
CIHR77527;Cas spéciaux;Convergence in evaluation frameworks for integrated surveillance of AMR, CoEval-AMR PHASE 2;CIHR;2021-2022;2020;1241;JPIAMR Network Plus;Grant Awards;JPIAMR : Réseau Plus;Subventions;Aenishaenslin, Cecile;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;111063;Without Collaborator;0;CIHR11637;UI;CIHR;Industry Partnered Collaborative Research;Bourses de recherche au doctorat A
CIHR77842;Cas spéciaux;Coping strategies and mental health: quantitative and qualitative insight into the COVID-19 experience in young adults;CIHR;2020-2021;2020;1435;Operating Grant: COVID-19 - Project Grant;Grant Awards;Subvention de fonctionnement : COVID-19 - Subvention Projet;Subventions;SYLVESTRE, Marie-Pierre;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;457422;Internal collaboration;7;CIHR12778;CIB;CIHR;Clinical Investigation - B;Cas speciaux - programmes de bourses
CIHR78148;Cas spéciaux;ENdothelial Retinal function as Indicator for vascular Cognitive Health  Project acronym: ENRICH;CIHR;2023-2024;2020;2273;Team Grant: Transnational Cardiovascular Research Projects;Grant Awards;Subvention d équipe: Projets transnationaux de recherche cardiovasculaire;Subventions;GIROUARD, Hélène;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;99668;Without Collaborator;0;CIHR11701;VVP;CIHR;Virology & Viral Pathogenesis;Bourses de recherche au doctorat A
CIHR71463;Cas spéciaux;Geroscience: A novel interdisciplinary approach for research on aging.;CIHR;2019-2020;2019;2171;Summer Program in Aging Host Support;Grant Awards;Soutien de l hôte du Programme d été sur le vieillissement;Subventions;GAUDREAU, Pierrette;Without Collaborator;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;25000;Without Collaborator;0;CIHR11020;BSA;CIHR;Behavioural Sciences - A;Microbiologie et maladies infectieuses
CIHR78809;Cas spéciaux;INMHA Brain Star Award: Imaging brain fatty acid amide hydrolase in untreated patients with psychosis;CIHR;2021-2022;2021;1015;Institute Community Support Award;Grant Awards;Bourse pour l appui communautaire des instituts;Subventions;Watts, Jeremy J;Without Collaborator;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR11749;CI;CIHR;Clinical Investigation;Recherche clinique
CIHR78806;Cas spéciaux;INMHA Brain Star Award: Neutrophil extracellular traps target senescent vasculature for tissue remodeling in retinopathy;CIHR;2021-2022;2021;1015;Institute Community Support Award;Grant Awards;Bourse pour l appui communautaire des instituts;Subventions;BINET, François;Without Collaborator;0;113633;Université de Montréal;Centre de recherche Guy-Bernier (Montréal);Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR11733;CI;CIHR;Clinical Investigation;Recherche sur l'information et la promotion sanitaires
CIHR78799;Cas spéciaux;INMHA Brain Star Award: Sonic hedgehog accelerates DNA replication to cause replication stress promoting cancer initiation in medulloblastoma;CIHR;2021-2022;2021;1015;Institute Community Support Award;Grant Awards;Bourse pour l appui communautaire des instituts;Subventions;Tamayo-Orrego, Lukas;Without Collaborator;0;100065;Université de Montréal;Institut de recherches cliniques de Montréal;Universities;Universités;Quebec;Québec;3000;Without Collaborator;0;CIHR11722;CSC;CIHR;Cardiovascular System - C: Vascular System;Système cardiovasculaire - A: Cellules et tissus
CIHR80171;Cas spéciaux;Investigating the role of the immunoproteasome in the efficacy of oncolytic virotherapy against breast cancer;CIHR;2022-2023;2021;350;CIHR - ICR / Cancer Research Society Partnership - Research Grants;Grant Awards;Partenariat IRSC - IC / Société de recherche sur le cancer - Subv. de recherche;Subventions;Bourgeois-Daigneault, Marie-Claude;Without Collaborator;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;25000;Without Collaborator;0;CIHR11023;CSC;CIHR;Cardiovascular System - C: Vascular System;Neurosciences cliniques et des systèmes - A
CIHR74106;Cas spéciaux;Lifetime vitamin D exposure and the risk of ovarian cancer;CIHR;2019-2020;2019;350;CIHR - ICR / Cancer Research Society Partnership - Research Grants;Grant Awards;Partenariat IRSC - IC / Société de recherche sur le cancer - Subv. de recherche;Subventions;KOUSHIK, Anita;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;35000;Internal collaboration;2;CIHR13137;RS;CIHR;Respiratory System;Gestion de la propriété intellectuelle
CIHR77608;Cas spéciaux;Nutrition as Medication: de la recherche à l'implantation;CIHR;2020-2021;2020;2129;"Operating Grant: Strengthening Pandemic Preparedness in Long-Term Care
 - Quebec";Grant Awards;Subv. de fonct. : Renforcer la préparation des ESLD à la pandémie - Québec;Subventions;PRESSE, Nancy;Internal collaboration;0;14332;Université de Montréal;Institut universitaire de gériatrie de Montréal;Universities;Universités;Quebec;Québec;149998;Internal collaboration;2;CIHR12964;***;CIHR;Special Cases;Appareils à util. multiples et entretien
CIHR80895;Cas spéciaux;Prévention précoce des cancers professionnels auprès des élèves en apprentissage de métiers semi-spécialisés;CIHR;2021-2022;2021;1888;Operating Grant: CCS/CIHR Action Grants;Grant Awards;Subvention de fonctionnement : Subventions d action SCC-IRSC;Subventions;LABERGE, Marie;Internal collaboration;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;99988;Internal collaboration;4;CIHR12352;CB;CIHR;Cancer - B;Sciences du comportement - A
CIHR74461;Cas spéciaux;Responsible Conduct in Research: From Norms to Practice.;CIHR;2019-2020;2019;1925;Operating Grant: Secretariat for the responsible conduct of Research;Grant Awards;Subv. de fonct.: Secrétariat sur la conduite responsable de la recherche;Subventions;WILLIAMS-JONES, Bryn;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;19529;Without Collaborator;0;CIHR1164;M;CIHR;Metabolism;Appui salarial de recherche en santé A
CIHR80176;Cas spéciaux;Role of ARF1 as a key GTPAse regulating immune surveillance in breast cancer;CIHR;2021-2022;2021;350;CIHR - ICR / Cancer Research Society Partnership - Research Grants;Grant Awards;Partenariat IRSC - IC / Société de recherche sur le cancer - Subv. de recherche;Subventions;CLAING, Audrey;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;35000;Without Collaborator;0;CIHR11174;DRA;CIHR;Doctoral Research Awards - A;Appareils à util. multiples et entretien
CIHR80177;Cas spéciaux;Single-cell analysis of epithelial-to-mesenchymal transition in pancreatic cancer;CIHR;2021-2022;2021;350;CIHR - ICR / Cancer Research Society Partnership - Research Grants;Grant Awards;Partenariat IRSC - IC / Société de recherche sur le cancer - Subv. de recherche;Subventions;Malleshaiah, Mohan;Without Collaborator;0;100065;Université de Montréal;Institut de recherches cliniques de Montréal;Universities;Universités;Quebec;Québec;35000;Without Collaborator;0;CIHR11177;DRA;CIHR;Doctoral Research Awards A;Appareil respiratoire
CIHR80175;Cas spéciaux;Tumor-innervating PDL1+ neurons block cancer immunosurveillance;CIHR;2022-2023;2021;350;CIHR - ICR / Cancer Research Society Partnership - Research Grants;Grant Awards;Partenariat IRSC - IC / Société de recherche sur le cancer - Subv. de recherche;Subventions;TALBOT, Sébastien;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;24967;Without Collaborator;0;CIHR11622;NSB;CIHR;Molecular & Cellular Neurosciences - B;Génomique: Biologie computationnelle et biologie des systèmes
CIHR88391;Cat. Grant: Crisis/Suicide Line and App-based Support Models for post traum. stress in PSP;PeerOnCall as a catalyst for a peer support program based on psychological first aid: a feasibility study among the Sûreté du Québec;CIHR;2023-2024;2023;287;Catalyst Grant: Crisis Line and App-based Support for Public Safety;Grant Awards;Subvention catalyseur : Ligne d écoute et appli de soutien pour le PSP;Subventions;Geoffrion, Steve;Internal collaboration;0;100053;Université de Montréal;Hôpital Louis H. Lafontaine;Universities;Universités;Quebec;Québec;99950;Internal collaboration;4;CIHR12356;CI;CIHR;Clinical Investigation;Immunologie et transplantation
CIHR88388;Cat. Grant: Crisis/Suicide Line and App-based Support Models for post traum. stress in PSP;Recommendations for culturally sensitive and intersectional practice in suicide prevention intervention for public safety personnel : a qualitative approach.;CIHR;2023-2024;2023;287;Catalyst Grant: Crisis Line and App-based Support for Public Safety;Grant Awards;Subvention catalyseur : Ligne d écoute et appli de soutien pour le PSP;Subventions;Genest, Christine;Internal collaboration;0;100053;Université de Montréal;Hôpital Louis H. Lafontaine;Universities;Universités;Quebec;Québec;99970;Internal collaboration;7;CIHR12805;BMB;CIHR;Biochemistry & Molecular Biology - B;Appareil cardiovasculaire - B
CIHR77046;Catalyst Grant : Health Effects of Vaping;Are e-cigarettes really a healthy alternative to combustible cigarettes? Cardiorespiratory, immune and thrombotic responses to smoking e-cigarettes vs combustible cigarettes under conditions of physical and mental stress;CIHR;2020-2021;2020;877;Catalyst Grant: Health Effects of Vaping;Grant Awards;Subvention de catalyseur : Effets du vapotage sur la santé;Subventions;BACON, Simon L;Internal collaboration;0;2224;Université de Montréal;Hôpital du Sacré-Coeur de Montréal;Universities;Universités;Quebec;Québec;25000;Internal collaboration;6;CIHR12854;IT;CIHR;Immunology and Transplantation;Génétique
CIHR74853;Catalyst Grant : Patient-Oriented Research;The Strategy for Patient-Oriented Research (SPOR) Patient and Public Engagement Evaluation Framework;CIHR;2019-2020;2019;1744;Catalyst Grant: Patient-Oriented Research;Grant Awards;Subvention catalyseur : Recherche axée sur le patient;Subventions;BOIVIN, Antoine;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;100000;Internal collaboration;13;CIHR12506;FEB;CIHR;Fellowships - B;Biochimie et biologie moléculaire - A
CIHR75029;Catalyst Grant: Addressing Musculoskeletal Conditions and Arthritis in Canadians;Impact of an advance practice physiotherapy model of care for older adults referred to neurosurgery for spinal pain: a prospective observational study from the CareAxis initiative;CIHR;2020-2021;2019;25;Catalyst Gr: Addres. Musculoskeletal Cond./Arthritis in Cnds - Back/Neck pain;Grant Awards;Catalyseur: Affections musculosquel. et arthrite chez les Cnds - Maux de dos/cou;Subventions;DESMEULES, François;Internal collaboration;0;113633;Université de Montréal;Centre de recherche Guy-Bernier (Montréal);Universities;Universités;Quebec;Québec;10430;Internal collaboration;6;CIHR1368;IT;CIHR;Immunology & Transplantation;Recherche en interventions et en évaluation dans les services de santé - B
CIHR80829;Catalyst Grant: Alcohol research to inform health policies and interventions;Bonifier l'offre d'intervention en dépendance destinées aux personnes fréquentant des dispositifs de stabilité résidentielle et vivant des enjeux liés à leur consommation d'alcool, au vieillissement et à l'itinérance : des besoins complexes à considérer;CIHR;2021-2022;2021;55;Catalyst Grant: Alcohol research to inform health policies and interventions;Grant Awards;Subv. catal.:Rech. sur l alcool pour orienter les politi./interventions en santé;Subventions;WAGNER, Vincent;Internal collaboration;0;14332;Université de Montréal;Institut universitaire de gériatrie de Montréal;Universities;Universités;Quebec;Québec;99890;Internal collaboration;6;CIHR13658;IT;CIHR;Immunology and Transplantation;Neurosciences cliniques et des systèmes - A
CIHR80820;Catalyst Grant: Alcohol research to inform health policies and interventions;Temporal effects of alcohol and polysubstance use on neurocognition across youth (13-25 years): Evidence from a prospective birth cohort;CIHR;2021-2022;2021;49;Catalyst Grant: Alcohol research – Specific Population: Other Population/General;Grant Awards;Subv. catal. : Rech. l alcool - Population précise : population autre/générale;Subventions;CASTELLANOS RYAN, Natalie;Internal collaboration;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;100000;Internal collaboration;6;CIHR13696;CSA;CIHR;Cardiovascular System - A: Cells and Tissues;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs
