single_encoder,code_d,code_g,code_c,code_sc,division,group,class,subclass
RDF1040101,RDF10,RDF104,RDF10401,RDF1040101,Natural sciences,Chemical sciences,Analytical chemistry,Analytical spectrometry
RDF1040102,RDF10,RDF104,RDF10401,RDF1040102,Natural sciences,Chemical sciences,Analytical chemistry,Electroanalytical chemistry
RDF1040103,RDF10,RDF104,RDF10401,RDF1040103,Natural sciences,Chemical sciences,Analytical chemistry,Flow analysis in chemistry
RDF1040104,RDF10,RDF104,RDF10401,RDF1040104,Natural sciences,Chemical sciences,Analytical chemistry,Immunological and bioassay methods
RDF1040105,RDF10,RDF104,RDF10401,RDF1040105,Natural sciences,Chemical sciences,Analytical chemistry,Instrumental methods (except immunological and bioassay methods)
RDF1040106,RDF10,RDF104,RDF10401,RDF1040106,Natural sciences,Chemical sciences,Analytical chemistry,Sensor technology (chemical aspects)
RDF1040107,RDF10,RDF104,RDF10401,RDF1040107,Natural sciences,Chemical sciences,Analytical chemistry,Separation science
RDF1040108,RDF10,RDF104,RDF10401,RDF1040108,Natural sciences,Chemical sciences,Analytical chemistry,Environmental chemistry (except atmospheric chemistry)
RDF1040199,RDF10,RDF104,RDF10401,RDF1040199,Natural sciences,Chemical sciences,Analytical chemistry,"Analytical chemistry, n.e.c."
RDF10402,RDF10,RDF104,RDF10402,,Natural sciences,Chemical sciences,Inorganic chemistry,
RDF1040201,RDF10,RDF104,RDF10402,RDF1040201,Natural sciences,Chemical sciences,Inorganic chemistry,Bioinorganic chemistry
RDF1040202,RDF10,RDF104,RDF10402,RDF1040202,Natural sciences,Chemical sciences,Inorganic chemistry,F-Block chemistry
RDF1040203,RDF10,RDF104,RDF10402,RDF1040203,Natural sciences,Chemical sciences,Inorganic chemistry,Inorganic green chemistry
RDF1040204,RDF10,RDF104,RDF10402,RDF1040204,Natural sciences,Chemical sciences,Inorganic chemistry,Main group metal chemistry
RDF1040205,RDF10,RDF104,RDF10402,RDF1040205,Natural sciences,Chemical sciences,Inorganic chemistry,Solid state chemistry
RDF1040206,RDF10,RDF104,RDF10402,RDF1040206,Natural sciences,Chemical sciences,Inorganic chemistry,Transition metal chemistry
RDF1040207,RDF10,RDF104,RDF10402,RDF1040207,Natural sciences,Chemical sciences,Inorganic chemistry,Organometallic chemistry
RDF1040208,RDF10,RDF104,RDF10402,RDF1040208,Natural sciences,Chemical sciences,Inorganic chemistry,Inorganic materials
RDF1040209,RDF10,RDF104,RDF10402,RDF1040209,Natural sciences,Chemical sciences,Inorganic chemistry,Coordination chemistry
RDF1040210,RDF10,RDF104,RDF10402,RDF1040210,Natural sciences,Chemical sciences,Inorganic chemistry,Supramolecular inorganic chemistry
RDF1040211,RDF10,RDF104,RDF10402,RDF1040211,Natural sciences,Chemical sciences,Inorganic chemistry,Physical inorganic chemistry
RDF1040212,RDF10,RDF104,RDF10402,RDF1040212,Natural sciences,Chemical sciences,Inorganic chemistry,Metal-mediated catalysis
RDF1040213,RDF10,RDF104,RDF10402,RDF1040213,Natural sciences,Chemical sciences,Inorganic chemistry,Inorganic catalysis and reaction mechanisms
RDF1040214,RDF10,RDF104,RDF10402,RDF1040214,Natural sciences,Chemical sciences,Inorganic chemistry,Inorganic photochemistry
RDF1040215,RDF10,RDF104,RDF10402,RDF1040215,Natural sciences,Chemical sciences,Inorganic chemistry,Medicinal inorganic chemistry
RDF1040299,RDF10,RDF104,RDF10402,RDF1040299,Natural sciences,Chemical sciences,Inorganic chemistry,"Inorganic chemistry, n.e.c."
RDF10403,RDF10,RDF104,RDF10403,,Natural sciences,Chemical sciences,Organic chemistry,
RDF1040301,RDF10,RDF104,RDF10403,RDF1040301,Natural sciences,Chemical sciences,Organic chemistry,Free radical chemistry
RDF1040302,RDF10,RDF104,RDF10403,RDF1040302,Natural sciences,Chemical sciences,Organic chemistry,Natural products chemistry
RDF1040303,RDF10,RDF104,RDF10403,RDF1040303,Natural sciences,Chemical sciences,Organic chemistry,Organic chemical synthesis
RDF1040304,RDF10,RDF104,RDF10403,RDF1040304,Natural sciences,Chemical sciences,Organic chemistry,Organic green chemistry
RDF1040305,RDF10,RDF104,RDF10403,RDF1040305,Natural sciences,Chemical sciences,Organic chemistry,Physical organic chemistry
RDF1040306,RDF10,RDF104,RDF10403,RDF1040306,Natural sciences,Chemical sciences,Organic chemistry,Combinatorial chemistry
RDF1040307,RDF10,RDF104,RDF10403,RDF1040307,Natural sciences,Chemical sciences,Organic chemistry,Organic catalysis and mechanisms of reactions
RDF1040308,RDF10,RDF104,RDF10403,RDF1040308,Natural sciences,Chemical sciences,Organic chemistry,"Quality assurance, chemometrics, traceability and metrological chemistry"
RDF1040309,RDF10,RDF104,RDF10403,RDF1040309,Natural sciences,Chemical sciences,Organic chemistry,Organic photochemistry
RDF1040310,RDF10,RDF104,RDF10403,RDF1040310,Natural sciences,Chemical sciences,Organic chemistry,Supramolecular organic chemistry
RDF1040399,RDF10,RDF104,RDF10403,RDF1040399,Natural sciences,Chemical sciences,Organic chemistry,"Organic chemistry, n.e.c."
RDF10404,RDF10,RDF104,RDF10404,,Natural sciences,Chemical sciences,Macromolecular and materials chemistry,
RDF1040401,RDF10,RDF104,RDF10404,RDF1040401,Natural sciences,Chemical sciences,Macromolecular and materials chemistry,Characterization of materials
RDF1040402,RDF10,RDF104,RDF10404,RDF1040402,Natural sciences,Chemical sciences,Macromolecular and materials chemistry,Nanochemistry
RDF1040403,RDF10,RDF104,RDF10404,RDF1040403,Natural sciences,Chemical sciences,Macromolecular and materials chemistry,Polymerization mechanisms
RDF1040404,RDF10,RDF104,RDF10404,RDF1040404,Natural sciences,Chemical sciences,Macromolecular and materials chemistry,Synthesis of materials
RDF1040405,RDF10,RDF104,RDF10404,RDF1040405,Natural sciences,Chemical sciences,Macromolecular and materials chemistry,Theory and design of materials
RDF1040406,RDF10,RDF104,RDF10404,RDF1040406,Natural sciences,Chemical sciences,Macromolecular and materials chemistry,Functional materials in materials chemistry sciences
RDF1040499,RDF10,RDF104,RDF10404,RDF1040499,Natural sciences,Chemical sciences,Macromolecular and materials chemistry,"Macromolecular and materials chemistry, n.e.c."
RDF10405,RDF10,RDF104,RDF10405,,Natural sciences,Chemical sciences,Biomolecular and medicinal chemistry,
RDF1040501,RDF10,RDF104,RDF10405,RDF1040501,Natural sciences,Chemical sciences,Biomolecular and medicinal chemistry,Biologically active molecules
RDF1040502,RDF10,RDF104,RDF10405,RDF1040502,Natural sciences,Chemical sciences,Biomolecular and medicinal chemistry,Molecular modelling and design
RDF1040503,RDF10,RDF104,RDF10405,RDF1040503,Natural sciences,Chemical sciences,Biomolecular and medicinal chemistry,Characterization of biological macromolecules and biological systems
RDF1040504,RDF10,RDF104,RDF10405,RDF1040504,Natural sciences,Chemical sciences,Biomolecular and medicinal chemistry,Cheminformatics and quantitative structure-activity relationships
RDF1040505,RDF10,RDF104,RDF10405,RDF1040505,Natural sciences,Chemical sciences,Biomolecular and medicinal chemistry,Medicinal chemistry
RDF1040506,RDF10,RDF104,RDF10405,RDF1040506,Natural sciences,Chemical sciences,Biomolecular and medicinal chemistry,Proteins and peptides
RDF1040507,RDF10,RDF104,RDF10405,RDF1040507,Natural sciences,Chemical sciences,Biomolecular and medicinal chemistry,Glycochemistry
RDF1040508,RDF10,RDF104,RDF10405,RDF1040508,Natural sciences,Chemical sciences,Biomolecular and medicinal chemistry,Chemical biology
RDF1040599,RDF10,RDF104,RDF10405,RDF1040599,Natural sciences,Chemical sciences,Biomolecular and medicinal chemistry,"Biomolecular and medicinal chemistry, n.e.c."
RDF10406,RDF10,RDF104,RDF10406,,Natural sciences,Chemical sciences,Physical chemistry (including structural),
RDF1040601,RDF10,RDF104,RDF10406,RDF1040601,Natural sciences,Chemical sciences,Physical chemistry (including structural),Colloid and surface chemistry
RDF1040602,RDF10,RDF104,RDF10406,RDF1040602,Natural sciences,Chemical sciences,Physical chemistry (including structural),Electrochemistry
RDF1040603,RDF10,RDF104,RDF10406,RDF1040603,Natural sciences,Chemical sciences,Physical chemistry (including structural),Solution chemistry
RDF1040604,RDF10,RDF104,RDF10406,RDF1040604,Natural sciences,Chemical sciences,Physical chemistry (including structural),Nuclear chemistry
RDF1040605,RDF10,RDF104,RDF10406,RDF1040605,Natural sciences,Chemical sciences,Physical chemistry (including structural),Structural determination
RDF1040606,RDF10,RDF104,RDF10406,RDF1040606,Natural sciences,Chemical sciences,Physical chemistry (including structural),Optical properties of materials
RDF1040607,RDF10,RDF104,RDF10406,RDF1040607,Natural sciences,Chemical sciences,Physical chemistry (including structural),Physical chemistry of materials
RDF1040608,RDF10,RDF104,RDF10406,RDF1040608,Natural sciences,Chemical sciences,Physical chemistry (including structural),Development and applications of spectroscopic and structural techniques
RDF1040609,RDF10,RDF104,RDF10406,RDF1040609,Natural sciences,Chemical sciences,Physical chemistry (including structural),Physical chemistry applications of photonics
RDF1040610,RDF10,RDF104,RDF10406,RDF1040610,Natural sciences,Chemical sciences,Physical chemistry (including structural),Photochemical reactivity and dynamics
RDF1040611,RDF10,RDF104,RDF10406,RDF1040611,Natural sciences,Chemical sciences,Physical chemistry (including structural),Biophysical chemistry
RDF1040612,RDF10,RDF104,RDF10406,RDF1040612,Natural sciences,Chemical sciences,Physical chemistry (including structural),Chemical applications of crystallography
RDF1040699,RDF10,RDF104,RDF10406,RDF1040699,Natural sciences,Chemical sciences,Physical chemistry (including structural),"Physical chemistry, n.e.c."
RDF10407,RDF10,RDF104,RDF10407,,Natural sciences,Chemical sciences,Computational and theoretical chemistry,
RDF1040701,RDF10,RDF104,RDF10407,RDF1040701,Natural sciences,Chemical sciences,Computational and theoretical chemistry,Computational chemistry
RDF1040702,RDF10,RDF104,RDF10407,RDF1040702,Natural sciences,Chemical sciences,Computational and theoretical chemistry,Quantum chemistry
RDF1040703,RDF10,RDF104,RDF10407,RDF1040703,Natural sciences,Chemical sciences,Computational and theoretical chemistry,Reaction kinetics and dynamics
RDF1040704,RDF10,RDF104,RDF10407,RDF1040704,Natural sciences,Chemical sciences,Computational and theoretical chemistry,Statistical mechanics in chemistry
RDF1040705,RDF10,RDF104,RDF10407,RDF1040705,Natural sciences,Chemical sciences,Computational and theoretical chemistry,Chemical thermodynamics and energetics
RDF1040706,RDF10,RDF104,RDF10407,RDF1040706,Natural sciences,Chemical sciences,Computational and theoretical chemistry,Transport properties and non-equilibrium processes
RDF1040799,RDF10,RDF104,RDF10407,RDF1040799,Natural sciences,Chemical sciences,Computational and theoretical chemistry,"Theoretical chemistry, n.e.c."
RDF10499,RDF10,RDF104,RDF10499,,Natural sciences,Chemical sciences,Other chemical sciences,
RDF1049901,RDF10,RDF104,RDF10499,RDF1049901,Natural sciences,Chemical sciences,Other chemical sciences,Forensic chemistry
RDF1049902,RDF10,RDF104,RDF10499,RDF1049902,Natural sciences,Chemical sciences,Other chemical sciences,Industrial chemistry
RDF1049903,RDF10,RDF104,RDF10499,RDF1049903,Natural sciences,Chemical sciences,Other chemical sciences,Combustion and forest fuel chemistry
RDF1049999,RDF10,RDF104,RDF10499,RDF1049999,Natural sciences,Chemical sciences,Other chemical sciences,"Other chemical sciences, n.e.c."
RDF105,RDF10,RDF105,,,Natural sciences,Earth and related environmental sciences,,
RDF10501,RDF10,RDF105,RDF10501,,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,
RDF1050101,RDF10,RDF105,RDF10501,RDF1050101,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Atmospheric chemistry
RDF1050102,RDF10,RDF105,RDF10501,RDF1050102,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Atmospheric dynamics and thermodynamics
RDF1050103,RDF10,RDF105,RDF10501,RDF1050103,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Atmospheric radiation and radiative transfer
RDF1050104,RDF10,RDF105,RDF10501,RDF1050104,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Cloud physics
RDF1050105,RDF10,RDF105,RDF10501,RDF1050105,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Meteorology and weather
RDF1050106,RDF10,RDF105,RDF10501,RDF1050106,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Tropospheric and stratospheric sciences
RDF1050107,RDF10,RDF105,RDF10501,RDF1050107,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Atmospheric measurement techniques
RDF1050108,RDF10,RDF105,RDF10501,RDF1050108,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Climate change impacts and adaptation
RDF1050109,RDF10,RDF105,RDF10501,RDF1050109,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Atmospheric pollution and air quality
RDF1050110,RDF10,RDF105,RDF10501,RDF1050110,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Boundary layer meteorology
RDF1050111,RDF10,RDF105,RDF10501,RDF1050111,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Stratosphere and upper atmosphere studies
RDF1050112,RDF10,RDF105,RDF10501,RDF1050112,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Climate modelling
RDF1050113,RDF10,RDF105,RDF10501,RDF1050113,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Planetary atmospheres studies
RDF1050114,RDF10,RDF105,RDF10501,RDF1050114,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Synoptic climatology
RDF1050115,RDF10,RDF105,RDF10501,RDF1050115,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,Statistical climatology
RDF1050199,RDF10,RDF105,RDF10501,RDF1050199,Natural sciences,Earth and related environmental sciences,Atmospheric sciences,"Atmospheric sciences, n.e.c."
