division,group,class,subclass,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030508 Radar theory and applications,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030509 Metamaterials and metasurfaces sciences,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030510 Photonics and electro-optical engineering,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030511 Optoelectronics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030512 Integrated optics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030513 Applied optics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030514 Optical spectroscopy,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030515 Semiconductor devices,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics","RDF2030516 Optical instrumentation (including sensing and metrology)",,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030517 Optical signal processing,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030518 Quantum photonics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030519 Optical and data communications,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030520 Fiber optics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030521 Nonlinear optics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics",RDF2030522 Ultrafast optics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering","RDF20305 Electromagnetics, photonics and optics","RDF2030599 Electromagnetics, photonics and optics, n.e.c.",,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030601 Electrical circuits,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030602 Microelectronic devices,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030603 Circuits and systems,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030604 Mixed-signal integrated circuits,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030605 Very large-scale integrated circuits,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030606 Modeling techniques in electronics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030607 Microelectronics and integrated circuits,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030608 Industrial electronics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030609 Microfabrication techniques in electronics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030610 Thin films,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030611 Lab-on-a-chip (LOC) technologies,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030612 Microelectrical mechanical systems and microsystems design,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030613 Quantum electronics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030614 Biomedical electronics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030615 Sensory electronics,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030616 Power semiconductor devices and packaging,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030617 Semiconductor and atomic-scale electronic devices,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030618 Semiconductor and superconducting qubits,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030619 Power management integrated circuits,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030620 Analog and mixed-signal VLSI computing,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030621 Machine learning accelerators,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030622 Electro-optic integrated circuits,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,"RDF2030623 Radio, radar, and mm-wave sensor integrated circuits",
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,RDF2030624 Cryogenic control electronics for quantum processors,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20306 Electronics,"RDF2030699 Electronics, n.e.c.",,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20307 Systems control and automation,,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20307 Systems control and automation,RDF2030701 Nonlinear and hybrid control systems,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20307 Systems control and automation,RDF2030702 Game theory and optimal control,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20307 Systems control and automation,RDF2030703 Discrete-event systems,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20307 Systems control and automation,RDF2030704 Systems biology and control,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20307 Systems control and automation,RDF2030705 Control with complex specifications,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20307 Systems control and automation,RDF2030706 Motion control of robots,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20307 Systems control and automation,RDF2030707 Distributed control and estimation,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20307 Systems control and automation,RDF2030708 Networked control systems,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20307 Systems control and automation,"RDF2030709 Data-driven estimation, optimization, and control",,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20307 Systems control and automation,RDF2030710 Fault-tolerant control,,,
RDF20-21 Engineering and technology,"RDF203 Electrical engineering, computer engineering, and information engineering",RDF20307 Systems control and automation,"RDF2030799 Systems controls and automation, n.e.c.",,,
RDF20-21 Engineering and technology,RDF204 Mechanical engineering,,,,,
RDF20-21 Engineering and technology,RDF204 Mechanical engineering,RDF20401 Aerospace engineering,,,,
RDF20-21 Engineering and technology,RDF204 Mechanical engineering,RDF20401 Aerospace engineering,"RDF2040101 Aerodynamics (except hypersonic aerodynamics)",,,
